# Interval times for variable: Distance
# Criterion: var lowbound :0[R_V]
# Criterion: var upbound  :4[R_V]
     12.120102286000     12.120105056000
     12.120202310000     12.120205090000
     12.120302340000     12.120305110000
     12.120402360000     12.120405130000
     12.120502380000     12.120505160000
     12.120602406000     12.120605176000
     12.120702430000     12.120705200000
     12.120802450000     12.120805230000
     12.120902480000     12.120905250000
     12.121002496000     12.121005270000
     12.121102516000     12.121105300000
     12.121202550000     12.121205320000
     12.121302570000     12.121305340000
     12.121402590000     12.121405370000
     12.121503016000     12.121505386000
     12.121603040000     12.121605406000
     12.121703026000     12.121705396000
     12.121803016000     12.121805396000
     12.121903026000     12.121905406000
     12.122003040000     12.122005420000
     12.122103050000     12.122105430000
     12.122203070000     12.122205450000
     12.122303080000     12.122305460000
     12.122403090000     12.122405470000
     12.122503110000     12.122505490000
     12.122603120000     12.122605496000
     12.122703136000     12.122705516000
     12.122803150000     12.122805530000
     12.122903160000     12.122905540000
