# Interval times for variable: Distance
# Criterion: var lowbound :0[R_V]
# Criterion: var upbound  :4[R_V]
     12.030105396000     12.030108176000
     12.030205386000     12.030208166000
     12.030305370000     12.030308150000
     12.030405360000     12.030408140000
     12.030505350000     12.030508130000
     12.030605340000     12.030608120000
     12.030705330000     12.030708110000
     12.030805310000     12.030808090000
     12.030905300000     12.030908080000
     12.031005286000     12.031008066000
     12.031105276000     12.031108056000
     12.031205270000     12.031208040000
     12.031305250000     12.031308030000
     12.031405240000     12.031408020000
     12.031505230000     12.031508010000
     12.031605220000     12.031608000000
     12.031705210000     12.031707580000
     12.031805190000     12.031807570000
     12.031905176000     12.031907556000
     12.032005166000     12.032007546000
     12.032105160000     12.032107536000
     12.032205150000     12.032207520000
     12.032305130000     12.032307510000
     12.032405120000     12.032407500000
     12.032505110000     12.032507490000
     12.032605100000     12.032607470000
     12.032705090000     12.032707460000
     12.032805066000     12.032807450000
     12.032905056000     12.032907436000
     12.033005046000     12.033007426000
