# Interval times for variable: Distance
# Criterion: var lowbound :0[R_V]
# Criterion: var upbound  :4[R_V]
     12.070100300000     12.070103080000
     12.070200256000     12.070203040000
     12.070300220000     12.070303000000
     12.070400180000     12.070402560000
     12.070500136000     12.070502516000
     12.070600100000     12.070602480000
     12.070700060000     12.070702440000
     12.070800016000     12.070802396000
     12.070823580000     12.070902360000
     12.070923540000     12.071002320000
     12.071023496000     12.071102276000
     12.071123460000     12.071202240000
     12.071223420000     12.071302200000
     12.071323380000     12.071402160000
     12.071423340000     12.071502120000
     12.071523340000     12.071602120000
     12.071623340000     12.071702120000
     12.071723340000     12.071802120000
     12.071823340000     12.071902110000
     12.071923340000     12.072002110000
     12.072023330000     12.072102110000
     12.072123330000     12.072202110000
     12.072223330000     12.072302110000
     12.072323330000     12.072402110000
     12.072423330000     12.072502100000
     12.072523330000     12.072602100000
     12.072623320000     12.072702100000
     12.072723320000     12.072802100000
     12.072823320000     12.072902100000
     12.072923320000     12.073002090000
     12.073023320000     12.073102090000
