# Interval times for variable: Distance
# Criterion: var lowbound :0[R_V]
# Criterion: var upbound  :4[R_V]
     12.110101180000     12.110103560000
     12.110201206000     12.110203576000
     12.110301230000     12.110304010000
     12.110401250000     12.110404030000
     12.110501280000     12.110504050000
     12.110601300000     12.110604080000
     12.110701316000     12.110704096000
     12.110801350000     12.110804120000
     12.110901370000     12.110904150000
     12.111001390000     12.111004170000
     12.111101420000     12.111104190000
     12.111201436000     12.111204216000
     12.111301470000     12.111304240000
     12.111401490000     12.111404260000
     12.111501510000     12.111504290000
     12.111601536000     12.111604310000
     12.111701556000     12.111704326000
     12.111801580000     12.111804360000
     12.111902010000     12.111904380000
     12.112002030000     12.112004400000
     12.112102046000     12.112104426000
     12.112202080000     12.112204450000
     12.112302100000     12.112304470000
     12.112402120000     12.112404500000
     12.112502150000     12.112504520000
     12.112602166000     12.112604546000
     12.112702190000     12.112704570000
     12.112802220000     12.112804590000
     12.112902240000     12.112905020000
